Product_ID,Product_Name,Supplier_Region,Supplier_Id,Lead_Time_Days,Order_Volume_Units,Cost_per_Unit,Supply_Risk_Score,Profit_Impact_Score,Environmental_Impact,Single_Source_Risk
P330,Catalysts,Europe,Catalysts_Europe,54,175,101.34,4,2,3,0
P331,Catalysts,Europe,Catalysts_Europe,65,80,211.94,4,2,4,0
P332,Customized Valves,Europe,Customized Valves_Europe,57,204,176.84,5,1,4,0
P333,Specialty Gases,Europe,Specialty Gases_Europe,48,294,129.41,4,1,4,0
P334,Catalysts,Asia,Catalysts_Asia,65,245,277.68,3,1,4,0
P335,Customized Valves,Asia,Customized Valves_Asia,55,273,106.19,4,1,4,0
P336,Rare Earth Metals,Europe,Rare Earth Metals_Europe,57,428,252.38,5,1,3,0
P337,Specialty Gases,Europe,Specialty Gases_Europe,69,70,168.49,5,1,4,0
P338,Catalysts,Asia,Catalysts_Asia,88,403,130.1,3,2,3,0
P339,Catalysts,Europe,Catalysts_Europe,42,324,258.5,4,1,3,0
P340,Specialty Gases,Asia,Specialty Gases_Asia,27,166,292.81,5,1,4,0
P341,Specialty Gases,Europe,Specialty Gases_Europe,25,233,124.96,4,1,4,0
P342,Specialty Gases,Europe,Specialty Gases_Europe,39,401,196.68,5,3,4,0
P343,Specialty Gases,Europe,Specialty Gases_Europe,59,252,177.31,4,2,4,0
P344,Specialty Gases,Asia,Specialty Gases_Asia,54,224,188.69,3,3,3,0
P345,Customized Valves,Europe,Customized Valves_Europe,44,386,270.79,5,3,3,0
P346,Customized Valves,Europe,Customized Valves_Europe,49,238,202.09,4,1,3,0
P347,Customized Valves,Europe,Customized Valves_Europe,62,175,126.89,4,3,3,0
P348,Specialty Gases,Asia,Specialty Gases_Asia,13,68,101.77,5,2,4,0
P349,Customized Valves,Europe,Customized Valves_Europe,7,50,266.83,3,1,3,0
P350,Catalysts,Europe,Catalysts_Europe,81,72,120.88,4,3,3,0
P351,Customized Valves,Asia,Customized Valves_Asia,22,222,226.42,5,2,4,0
P352,Specialty Gases,Europe,Specialty Gases_Europe,19,283,200.12,5,1,4,0
P353,Catalysts,Europe,Catalysts_Europe,33,344,146.48,4,2,3,0
P354,Specialty Gases,Asia,Specialty Gases_Asia,25,370,195.29,3,1,3,0
P355,Rare Earth Metals,Europe,Rare Earth Metals_Europe,16,80,251.92,4,1,3,0
P356,Catalysts,Europe,Catalysts_Europe,30,209,114.36,5,1,4,0
P357,Customized Valves,Europe,Customized Valves_Europe,84,254,204.03,5,3,3,0
P358,Specialty Gases,Asia,Specialty Gases_Asia,32,124,225.91,4,3,3,0
P359,Specialty Gases,Asia,Specialty Gases_Asia,50,392,241.4,5,1,4,0
P360,Rare Earth Metals,Asia,Rare Earth Metals_Asia,50,170,286.18,5,1,3,0
P361,Catalysts,Europe,Catalysts_Europe,23,190,278.37,5,1,3,0
P362,Specialty Gases,Asia,Specialty Gases_Asia,29,365,212.93,4,3,3,0
P363,Rare Earth Metals,Asia,Rare Earth Metals_Asia,79,466,233.28,5,1,4,0
P364,Rare Earth Metals,Europe,Rare Earth Metals_Europe,53,342,226.87,5,1,4,0
P365,Catalysts,Asia,Catalysts_Asia,19,285,173.74,4,2,3,0
P366,Catalysts,Europe,Catalysts_Europe,51,378,142.4,4,1,4,0
P367,Rare Earth Metals,Europe,Rare Earth Metals_Europe,34,312,127.32,5,1,4,0
P368,Catalysts,Asia,Catalysts_Asia,60,70,215.84,4,1,4,0
P369,Specialty Gases,Europe,Specialty Gases_Europe,87,123,119.97,4,2,4,0
P370,Catalysts,Europe,Catalysts_Europe,49,436,106.28,5,1,3,0
P371,Rare Earth Metals,Europe,Rare Earth Metals_Europe,64,279,203.81,5,1,3,0
P372,Catalysts,Europe,Catalysts_Europe,13,236,103.39,3,2,3,0
P373,Catalysts,Asia,Catalysts_Asia,83,104,168.36,5,2,4,0
P374,Customized Valves,Asia,Customized Valves_Asia,65,209,235.12,4,1,3,0
P375,Catalysts,Asia,Catalysts_Asia,50,206,242.03,5,2,4,0
P376,Specialty Gases,Europe,Specialty Gases_Europe,21,168,298.04,5,3,3,0
P377,Catalysts,Europe,Catalysts_Europe,31,108,173.14,4,2,4,0
P378,Specialty Gases,Asia,Specialty Gases_Asia,71,230,155.25,5,2,4,0
P379,Rare Earth Metals,Asia,Rare Earth Metals_Asia,32,487,167.47,3,2,4,0
P380,Rare Earth Metals,Asia,Rare Earth Metals_Asia,33,410,199.46,5,1,3,0
P381,Specialty Gases,Europe,Specialty Gases_Europe,68,326,200.12,4,2,4,0
P382,Specialty Gases,Europe,Specialty Gases_Europe,39,272,136.06,4,1,4,0
P383,Rare Earth Metals,Europe,Rare Earth Metals_Europe,54,60,258.63,4,2,3,0
P384,Catalysts,Europe,Catalysts_Europe,61,381,296.23,5,2,3,0
P385,Specialty Gases,Asia,Specialty Gases_Asia,23,309,296.24,4,2,4,0
P386,Customized Valves,Europe,Customized Valves_Europe,71,467,290.58,4,2,3,0
P387,Customized Valves,Europe,Customized Valves_Europe,80,137,132.54,3,1,4,0
P388,Catalysts,Europe,Catalysts_Europe,61,475,285.24,4,2,3,0
P389,Catalysts,Europe,Catalysts_Europe,16,204,150.76,4,1,3,0
P390,Catalysts,Europe,Catalysts_Europe,77,204,179.57,3,1,4,0
P391,Rare Earth Metals,Asia,Rare Earth Metals_Asia,84,143,118.14,5,2,3,0
P392,Rare Earth Metals,Asia,Rare Earth Metals_Asia,64,230,150.2,5,1,3,0
P393,Specialty Gases,Asia,Specialty Gases_Asia,71,315,120.36,3,2,3,0
P394,Rare Earth Metals,Europe,Rare Earth Metals_Europe,27,474,235.91,5,3,3,0
P395,Customized Valves,Asia,Customized Valves_Asia,46,158,267.93,5,2,4,0
P396,Rare Earth Metals,Europe,Rare Earth Metals_Europe,14,411,256.07,3,1,4,0
P397,Rare Earth Metals,Asia,Rare Earth Metals_Asia,43,95,218.76,5,2,4,0
P398,Rare Earth Metals,Europe,Rare Earth Metals_Europe,10,89,262.18,3,1,3,0
P399,Customized Valves,Asia,Customized Valves_Asia,59,230,192.66,4,2,4,0
P400,Specialty Gases,Asia,Specialty Gases_Asia,44,237,218.09,4,2,4,0
P401,Rare Earth Metals,Europe,Rare Earth Metals_Europe,42,228,146.08,4,3,4,0
P402,Customized Valves,Asia,Customized Valves_Asia,57,363,251.81,3,2,4,0
P403,Specialty Gases,Europe,Specialty Gases_Europe,60,96,167.39,4,1,4,0
P404,Rare Earth Metals,Asia,Rare Earth Metals_Asia,15,336,176.14,5,2,4,0
P405,Rare Earth Metals,Asia,Rare Earth Metals_Asia,27,322,108.48,3,3,4,0
P406,Rare Earth Metals,Asia,Rare Earth Metals_Asia,21,266,202.77,5,1,3,0
P407,Catalysts,Europe,Catalysts_Europe,40,456,260.7,3,1,4,0
P408,Customized Valves,Asia,Customized Valves_Asia,69,119,128.43,5,1,4,0
P409,Rare Earth Metals,Asia,Rare Earth Metals_Asia,38,232,212.41,5,3,4,0
P410,Catalysts,Europe,Catalysts_Europe,39,388,176.87,5,2,3,0
P411,Specialty Gases,Europe,Specialty Gases_Europe,55,265,119.5,4,1,3,0
P412,Catalysts,Asia,Catalysts_Asia,25,332,200.96,4,2,4,0
P413,Catalysts,Europe,Catalysts_Europe,28,138,275.87,5,1,4,0
P414,Customized Valves,Europe,Customized Valves_Europe,57,255,114.18,5,2,4,0
P415,Specialty Gases,Asia,Specialty Gases_Asia,18,162,132.56,4,3,4,0
P416,Rare Earth Metals,Europe,Rare Earth Metals_Europe,68,461,186.11,5,1,4,0
P417,Specialty Gases,Asia,Specialty Gases_Asia,19,246,237.09,5,1,3,0
P418,Catalysts,Europe,Catalysts_Europe,30,63,226.46,4,1,3,0
P419,Specialty Gases,Europe,Specialty Gases_Europe,12,441,282.95,3,2,4,0
P420,Specialty Gases,Asia,Specialty Gases_Asia,82,131,180.72,5,1,4,0
P421,Customized Valves,Europe,Customized Valves_Europe,28,394,141.07,4,1,3,0
P422,Specialty Gases,Asia,Specialty Gases_Asia,26,206,115.4,3,1,3,0
P423,Catalysts,Europe,Catalysts_Europe,85,371,118.42,5,2,4,0
P424,Customized Valves,Europe,Customized Valves_Europe,35,97,241.33,5,1,4,0
P425,Catalysts,Europe,Catalysts_Europe,28,315,121.18,5,1,3,0
P426,Catalysts,Europe,Catalysts_Europe,15,333,236.02,5,1,3,0
P427,Catalysts,Europe,Catalysts_Europe,23,122,144.1,4,1,3,0
P428,Specialty Gases,Asia,Specialty Gases_Asia,21,468,186.72,4,2,4,0
P429,Catalysts,Asia,Catalysts_Asia,47,459,244.69,5,1,3,0
P430,Specialty Gases,Asia,Specialty Gases_Asia,75,88,140.8,5,3,3,0
P431,Customized Valves,Europe,Customized Valves_Europe,22,110,112.51,4,3,4,0
P432,Specialty Gases,Europe,Specialty Gases_Europe,83,387,166.61,5,3,4,0
P433,Catalysts,Europe,Catalysts_Europe,87,370,223.36,5,1,3,0
P434,Rare Earth Metals,Asia,Rare Earth Metals_Asia,15,344,259.94,4,1,3,0
P435,Specialty Gases,Europe,Specialty Gases_Europe,46,494,190.87,5,1,4,0
P436,Catalysts,Asia,Catalysts_Asia,64,384,128.88,5,3,4,0
P437,Rare Earth Metals,Europe,Rare Earth Metals_Europe,61,184,218.05,5,1,3,0
P438,Customized Valves,Europe,Customized Valves_Europe,80,434,231.03,4,1,4,0
P439,Catalysts,Asia,Catalysts_Asia,74,158,276.34,3,1,3,0
P440,Catalysts,Asia,Catalysts_Asia,61,72,203,5,1,3,0
P441,Specialty Gases,Europe,Specialty Gases_Europe,86,85,290.56,5,2,4,0
P442,Rare Earth Metals,Asia,Rare Earth Metals_Asia,11,55,280.71,4,1,3,0
P443,Specialty Gases,Asia,Specialty Gases_Asia,43,463,168.96,3,2,3,0
P444,Customized Valves,Asia,Customized Valves_Asia,12,161,238.79,3,2,3,0
P445,Catalysts,Asia,Catalysts_Asia,84,338,132.27,5,3,4,0
P446,Specialty Gases,Europe,Specialty Gases_Europe,45,469,121.07,5,1,4,0
P447,Customized Valves,Europe,Customized Valves_Europe,15,167,153.52,5,1,3,0
P448,Customized Valves,Europe,Customized Valves_Europe,56,244,274.29,3,1,4,0
P449,Specialty Gases,Asia,Specialty Gases_Asia,70,467,274.11,3,1,3,0
P450,Rare Earth Metals,Asia,Rare Earth Metals_Asia,73,331,128.57,4,1,3,0
P451,Customized Valves,Asia,Customized Valves_Asia,9,242,290.29,4,2,3,0
P452,Customized Valves,Europe,Customized Valves_Europe,86,331,144.38,3,1,4,0
P453,Rare Earth Metals,Asia,Rare Earth Metals_Asia,47,282,166.73,5,2,3,0
P454,Rare Earth Metals,Europe,Rare Earth Metals_Europe,14,479,102.67,5,1,4,0
P455,Specialty Gases,Europe,Specialty Gases_Europe,51,409,136.34,4,1,4,0
P456,Specialty Gases,Asia,Specialty Gases_Asia,73,384,260.76,5,1,4,0
P457,Customized Valves,Europe,Customized Valves_Europe,36,89,245.85,5,3,3,0
P458,Customized Valves,Europe,Customized Valves_Europe,54,442,268.47,4,3,4,0
P459,Rare Earth Metals,Europe,Rare Earth Metals_Europe,87,363,185.21,5,2,3,0
P460,Customized Valves,Asia,Customized Valves_Asia,35,78,224.09,5,1,3,0
P461,Specialty Gases,Europe,Specialty Gases_Europe,68,436,251.74,4,1,3,0
P462,Specialty Gases,Europe,Specialty Gases_Europe,46,316,182.99,5,1,4,0
P463,Rare Earth Metals,Asia,Rare Earth Metals_Asia,8,253,184.97,3,2,4,0
P464,Specialty Gases,Europe,Specialty Gases_Europe,73,195,264.37,5,1,4,0
P465,Specialty Gases,Europe,Specialty Gases_Europe,33,222,145.01,4,1,4,0
P466,Catalysts,Europe,Catalysts_Europe,76,486,112.63,5,3,3,0
P467,Catalysts,Asia,Catalysts_Asia,28,253,239.79,4,3,3,0
P468,Specialty Gases,Europe,Specialty Gases_Europe,62,128,277.69,4,1,3,0
P469,Specialty Gases,Europe,Specialty Gases_Europe,14,462,165.06,4,2,3,0
P470,Customized Valves,Europe,Customized Valves_Europe,37,87,241.37,5,1,4,0
P471,Customized Valves,Asia,Customized Valves_Asia,41,414,271.6,4,1,3,0
P472,Catalysts,Europe,Catalysts_Europe,44,487,269.84,3,2,3,0
P473,Customized Valves,Europe,Customized Valves_Europe,9,405,224.75,5,2,4,0
P474,Catalysts,Asia,Catalysts_Asia,49,388,180.47,5,2,3,0
P475,Specialty Gases,Europe,Specialty Gases_Europe,61,325,177.85,5,1,4,0
P476,Catalysts,Europe,Catalysts_Europe,48,100,142.33,4,1,3,0
P477,Catalysts,Asia,Catalysts_Asia,88,337,200.8,5,1,3,0
P478,Catalysts,Asia,Catalysts_Asia,60,182,133.47,3,1,3,0
P479,Specialty Gases,Europe,Specialty Gases_Europe,53,376,249.56,5,1,4,0
P480,Rare Earth Metals,Asia,Rare Earth Metals_Asia,85,453,133.95,5,3,4,0
P481,Catalysts,Europe,Catalysts_Europe,83,215,237.14,5,1,3,0
P482,Specialty Gases,Europe,Specialty Gases_Europe,26,341,155.4,5,1,4,0
P483,Catalysts,Asia,Catalysts_Asia,13,258,146.16,4,2,4,0
P484,Catalysts,Europe,Catalysts_Europe,41,481,277.22,5,1,3,0
P485,Customized Valves,Europe,Customized Valves_Europe,26,288,279.47,5,2,3,0
P486,Catalysts,Europe,Catalysts_Europe,17,482,295.07,3,2,3,0
P487,Specialty Gases,Europe,Specialty Gases_Europe,9,339,142.16,5,2,3,0
P488,Rare Earth Metals,Europe,Rare Earth Metals_Europe,70,345,293.55,5,1,4,0
P489,Catalysts,Europe,Catalysts_Europe,42,187,104.1,3,1,3,0
P490,Rare Earth Metals,Europe,Rare Earth Metals_Europe,28,387,279.65,5,3,4,0
P491,Specialty Gases,Europe,Specialty Gases_Europe,46,351,241.34,4,1,4,0
P492,Catalysts,Asia,Catalysts_Asia,63,161,224.8,4,3,4,0
P493,Customized Valves,Europe,Customized Valves_Europe,82,314,183.72,5,2,4,0
P494,Catalysts,Asia,Catalysts_Asia,88,368,139.85,3,1,3,0
P495,Rare Earth Metals,Asia,Rare Earth Metals_Asia,54,477,198.51,4,2,4,0
P496,Specialty Gases,Europe,Specialty Gases_Europe,87,236,239.71,4,1,3,0
P497,Rare Earth Metals,Europe,Rare Earth Metals_Europe,83,237,213.55,5,1,4,0
P498,Catalysts,Asia,Catalysts_Asia,86,169,126.33,5,1,4,0
P499,Specialty Gases,Europe,Specialty Gases_Europe,16,296,215.32,5,2,4,0
P500,Customized Valves,Asia,Customized Valves_Asia,47,364,167.5,5,1,3,0
P501,Standard Bolts,North America,Standard Bolts_North America,48,4558,137.41,1,5,1,0
P502,PVC Pipes,North America,PVC Pipes_North America,23,1336,87.65,2,4,2,0
P503,Packaging Material,Asia,Packaging Material_Asia,65,5204,142.07,2,5,1,0
P504,Steel Beams,Europe,Steel Beams_Europe,23,6592,96.63,1,4,1,0
P505,PVC Pipes,North America,PVC Pipes_North America,27,2756,126.94,2,3,2,0
P506,Packaging Material,Europe,Packaging Material_Europe,58,7771,101.06,2,3,1,0
P507,PVC Pipes,Asia,PVC Pipes_Asia,86,2717,93.82,2,4,1,0
P508,Steel Beams,Asia,Steel Beams_Asia,48,4308,96.57,2,3,2,0
P509,PVC Pipes,North America,PVC Pipes_North America,46,7416,106.85,1,3,1,0
P510,Standard Bolts,Europe,Standard Bolts_Europe,17,9100,86.59,1,4,1,0
P511,Packaging Material,North America,Packaging Material_North America,62,2874,146.15,1,5,1,0
P512,PVC Pipes,Europe,PVC Pipes_Europe,42,8538,111.96,1,5,2,0
P513,PVC Pipes,Europe,PVC Pipes_Europe,62,4176,117.81,2,5,2,0
P514,Standard Bolts,Europe,Standard Bolts_Europe,15,3863,58.9,2,5,2,0
P515,Standard Bolts,North America,Standard Bolts_North America,73,7615,109.52,3,5,1,0
P516,PVC Pipes,Europe,PVC Pipes_Europe,30,2096,56.01,3,5,2,0
P517,Steel Beams,North America,Steel Beams_North America,40,1270,144.15,1,5,1,0
P518,Standard Bolts,North America,Standard Bolts_North America,72,8299,139.56,1,4,1,0
P519,PVC Pipes,Europe,PVC Pipes_Europe,44,6552,110.38,1,4,2,0
P520,Steel Beams,North America,Steel Beams_North America,11,6043,79.99,1,5,1,0
P521,PVC Pipes,North America,PVC Pipes_North America,29,9662,84.4,2,4,2,0
P522,Packaging Material,Asia,Packaging Material_Asia,70,5440,89.95,2,4,2,0
P523,Steel Beams,North America,Steel Beams_North America,8,5538,57.57,1,5,1,0
P524,Steel Beams,Asia,Steel Beams_Asia,78,6898,111.69,2,4,2,0
P525,Standard Bolts,Asia,Standard Bolts_Asia,62,9923,74.62,3,4,2,0
P526,Standard Bolts,Europe,Standard Bolts_Europe,7,8000,61.57,1,5,2,0
P527,Steel Beams,Europe,Steel Beams_Europe,86,2449,118.88,1,5,1,0
P528,Packaging Material,Europe,Packaging Material_Europe,41,9848,55.18,1,4,2,0
P529,PVC Pipes,Asia,PVC Pipes_Asia,66,4580,63.96,1,5,1,0
P530,PVC Pipes,Asia,PVC Pipes_Asia,26,1406,57.66,1,5,1,0
P531,PVC Pipes,Europe,PVC Pipes_Europe,13,7289,115.64,2,3,2,0
P532,Packaging Material,Asia,Packaging Material_Asia,25,5670,101.23,1,5,1,0
P533,Packaging Material,North America,Packaging Material_North America,56,2895,90.32,3,5,2,0
P534,Steel Beams,Europe,Steel Beams_Europe,10,2956,125,2,5,2,0
P535,Steel Beams,Asia,Steel Beams_Asia,79,6313,101.83,3,5,1,0
P536,Standard Bolts,Europe,Standard Bolts_Europe,86,4575,138.62,1,4,2,0
P537,Standard Bolts,Europe,Standard Bolts_Europe,51,6316,81.48,3,5,1,0
P538,Standard Bolts,North America,Standard Bolts_North America,38,2657,104.03,2,5,1,0
P539,PVC Pipes,Europe,PVC Pipes_Europe,73,1607,98.4,3,5,1,0
P540,PVC Pipes,Asia,PVC Pipes_Asia,76,6054,147.84,1,4,2,0
P541,Standard Bolts,Europe,Standard Bolts_Europe,66,3806,90.02,3,3,1,0
P542,Packaging Material,Asia,Packaging Material_Asia,36,2814,118.8,1,5,2,0
P543,Steel Beams,Europe,Steel Beams_Europe,64,3415,67.09,2,4,1,0
P544,PVC Pipes,Asia,PVC Pipes_Asia,27,9307,51.66,2,5,2,0
P545,PVC Pipes,North America,PVC Pipes_North America,60,3941,63.55,1,4,2,0
P546,Standard Bolts,Europe,Standard Bolts_Europe,53,2553,107.39,1,4,1,0
P547,Standard Bolts,Asia,Standard Bolts_Asia,78,6877,108.84,3,5,2,0
P548,Standard Bolts,North America,Standard Bolts_North America,23,5670,101.32,1,5,2,0
P549,Standard Bolts,Europe,Standard Bolts_Europe,82,9711,72.61,1,5,1,0
P550,Steel Beams,North America,Steel Beams_North America,73,1969,71.11,1,3,1,0
P551,Standard Bolts,North America,Standard Bolts_North America,35,8954,102.99,3,5,1,0
P552,Packaging Material,Europe,Packaging Material_Europe,36,4969,84.66,1,5,2,0
P553,Steel Beams,Asia,Steel Beams_Asia,25,2909,130.29,1,5,1,0
P554,PVC Pipes,Europe,PVC Pipes_Europe,26,9339,117.24,2,4,1,0
P555,Standard Bolts,North America,Standard Bolts_North America,13,2859,86.05,2,3,1,0
P556,Packaging Material,North America,Packaging Material_North America,16,6308,129.38,1,5,1,0
P557,PVC Pipes,Asia,PVC Pipes_Asia,7,6983,116.54,1,5,2,0
P558,Standard Bolts,North America,Standard Bolts_North America,53,9497,127.95,2,3,2,0
P559,Packaging Material,Asia,Packaging Material_Asia,73,7553,129.15,2,4,1,0
P560,Packaging Material,Europe,Packaging Material_Europe,44,3229,138.96,1,5,2,0
P561,Packaging Material,North America,Packaging Material_North America,48,9635,72.63,1,5,2,0
P562,Standard Bolts,Asia,Standard Bolts_Asia,86,8701,63.1,2,4,1,0
P563,PVC Pipes,Europe,PVC Pipes_Europe,54,7155,109.41,1,5,2,0
P564,Packaging Material,Europe,Packaging Material_Europe,18,2409,127.75,1,5,1,0
P565,Steel Beams,Europe,Steel Beams_Europe,20,1279,106.39,1,5,1,0
P566,PVC Pipes,Europe,PVC Pipes_Europe,86,7135,90.66,2,5,2,0
P567,Steel Beams,North America,Steel Beams_North America,75,8697,129.22,3,5,2,0
P568,Packaging Material,North America,Packaging Material_North America,20,3014,62.78,1,5,2,0
P569,Steel Beams,Asia,Steel Beams_Asia,33,6675,63.46,1,4,1,0
P570,Packaging Material,North America,Packaging Material_North America,23,3253,78.83,2,5,1,0
P571,Packaging Material,Asia,Packaging Material_Asia,79,5054,51.29,2,4,2,0
P572,Steel Beams,Asia,Steel Beams_Asia,7,4861,104.89,1,5,2,0
P573,Packaging Material,North America,Packaging Material_North America,22,5078,58.1,2,4,2,0
P574,Standard Bolts,North America,Standard Bolts_North America,35,4966,96.38,1,5,2,0
P575,Packaging Material,Asia,Packaging Material_Asia,82,3994,81.52,1,5,1,0
P576,Packaging Material,Asia,Packaging Material_Asia,19,1242,125.35,1,5,2,0
P577,Steel Beams,Asia,Steel Beams_Asia,32,3158,78.45,3,4,1,0
P578,Standard Bolts,Asia,Standard Bolts_Asia,84,5306,104.14,2,5,2,0
P579,Standard Bolts,Europe,Standard Bolts_Europe,48,3657,132.01,2,5,1,0
P580,Packaging Material,Asia,Packaging Material_Asia,67,2466,130.99,2,5,2,0
P581,Packaging Material,Europe,Packaging Material_Europe,19,9106,120.17,1,4,1,0
P582,Steel Beams,Europe,Steel Beams_Europe,51,6599,80.3,2,5,1,0
P583,Standard Bolts,North America,Standard Bolts_North America,42,9504,107.97,3,4,2,0
P584,PVC Pipes,Europe,PVC Pipes_Europe,85,1272,115.81,1,3,1,0
P585,PVC Pipes,Europe,PVC Pipes_Europe,70,1506,91.48,2,4,1,0
P586,Standard Bolts,Asia,Standard Bolts_Asia,58,2192,123.05,1,5,2,0
P587,Steel Beams,Europe,Steel Beams_Europe,77,2539,89.17,1,4,1,0
P588,PVC Pipes,Asia,PVC Pipes_Asia,38,1919,59.86,3,5,1,0
P589,PVC Pipes,Asia,PVC Pipes_Asia,10,2436,67.21,2,5,2,0
P590,Steel Beams,Europe,Steel Beams_Europe,81,9111,143.96,1,4,1,0
P591,PVC Pipes,North America,PVC Pipes_North America,12,1692,132.87,3,5,1,0
P592,PVC Pipes,Europe,PVC Pipes_Europe,48,9210,130.17,1,5,1,0
P593,Steel Beams,Europe,Steel Beams_Europe,35,1861,128.59,1,5,1,0
P594,Steel Beams,Europe,Steel Beams_Europe,13,6811,85.15,1,5,1,0
P595,Standard Bolts,North America,Standard Bolts_North America,28,5675,125.21,2,4,1,0
P596,PVC Pipes,Asia,PVC Pipes_Asia,20,4096,113.15,3,5,1,0
P597,Standard Bolts,North America,Standard Bolts_North America,48,9456,72.05,3,4,2,0
P598,Steel Beams,Asia,Steel Beams_Asia,16,4854,72.68,3,5,1,0
P599,Packaging Material,North America,Packaging Material_North America,14,6515,109.8,2,5,1,0
P600,Packaging Material,North America,Packaging Material_North America,73,7019,64.53,2,4,1,0
P601,Packaging Material,Europe,Packaging Material_Europe,28,2016,75.81,1,4,1,0
P602,Packaging Material,North America,Packaging Material_North America,18,3313,95.12,1,4,1,0
P603,Steel Beams,Asia,Steel Beams_Asia,75,4917,62.33,2,5,1,0
P604,Standard Bolts,Asia,Standard Bolts_Asia,62,2819,142.81,1,5,2,0
P605,Standard Bolts,Asia,Standard Bolts_Asia,86,8235,91.37,2,4,2,0
P606,Packaging Material,Europe,Packaging Material_Europe,88,4340,89.31,2,5,1,0
P607,PVC Pipes,North America,PVC Pipes_North America,61,5270,61.24,2,5,1,0
P608,Standard Bolts,North America,Standard Bolts_North America,57,7681,82.49,1,3,2,0
P609,Standard Bolts,Asia,Standard Bolts_Asia,25,8669,68.09,2,4,1,0
P610,Packaging Material,Europe,Packaging Material_Europe,46,6296,136.64,2,5,1,0
P611,Packaging Material,Asia,Packaging Material_Asia,78,7453,111.86,1,4,2,0
P612,Packaging Material,North America,Packaging Material_North America,29,3841,107.18,1,4,2,0
P613,Standard Bolts,Asia,Standard Bolts_Asia,85,6014,98.38,2,5,2,0
P614,Steel Beams,Asia,Steel Beams_Asia,48,2882,69.88,2,5,1,0
P615,Standard Bolts,North America,Standard Bolts_North America,27,3693,106.39,1,5,1,0
P616,PVC Pipes,North America,PVC Pipes_North America,64,7772,63.05,2,4,2,0
P617,PVC Pipes,Asia,PVC Pipes_Asia,46,8164,140.8,1,5,2,0
P618,Standard Bolts,North America,Standard Bolts_North America,68,6650,97.16,1,5,2,0
P619,Steel Beams,North America,Steel Beams_North America,25,5603,52.26,2,3,2,0
P620,Standard Bolts,Asia,Standard Bolts_Asia,86,6618,124.99,1,4,1,0
P621,Packaging Material,North America,Packaging Material_North America,54,9536,88.47,2,4,1,0
P622,Standard Bolts,North America,Standard Bolts_North America,21,7899,67.18,1,5,2,0
P623,Packaging Material,Asia,Packaging Material_Asia,58,7297,116.89,2,4,2,0
P624,Steel Beams,Europe,Steel Beams_Europe,67,1622,106.46,1,4,2,0
P625,Standard Bolts,North America,Standard Bolts_North America,48,8533,113.85,2,5,2,0
P626,Steel Beams,North America,Steel Beams_North America,62,1548,91.63,3,5,2,0
P627,Packaging Material,Asia,Packaging Material_Asia,37,2174,147.66,1,5,1,0
P628,PVC Pipes,Europe,PVC Pipes_Europe,76,5588,55.45,3,5,2,0
P629,Standard Bolts,Asia,Standard Bolts_Asia,66,3933,92.75,2,5,2,0
P630,Standard Bolts,Asia,Standard Bolts_Asia,41,5479,142.15,1,5,2,0
P631,Standard Bolts,North America,Standard Bolts_North America,57,6731,115.77,1,5,1,0
P632,Packaging Material,North America,Packaging Material_North America,33,7738,110,1,5,2,0
P633,PVC Pipes,Europe,PVC Pipes_Europe,87,1913,64.67,1,5,1,0
P634,PVC Pipes,Asia,PVC Pipes_Asia,84,8037,101.06,2,3,2,0
P635,Standard Bolts,Asia,Standard Bolts_Asia,77,2894,82.88,2,5,2,0
P636,Steel Beams,Asia,Steel Beams_Asia,13,2335,109.78,2,4,2,0
P637,Standard Bolts,Asia,Standard Bolts_Asia,39,5267,71.77,1,3,1,0
P638,PVC Pipes,North America,PVC Pipes_North America,68,6818,107.78,2,5,1,0
P639,Standard Bolts,Asia,Standard Bolts_Asia,84,2340,117.1,2,5,1,0
P640,PVC Pipes,Asia,PVC Pipes_Asia,53,7414,146.14,2,4,2,0
P641,Steel Beams,Europe,Steel Beams_Europe,7,9543,127.55,1,4,1,0
P642,PVC Pipes,North America,PVC Pipes_North America,70,8265,85.72,3,5,2,0
P643,Steel Beams,Europe,Steel Beams_Europe,22,5435,56.31,2,4,1,0
P644,PVC Pipes,Europe,PVC Pipes_Europe,12,8440,91.9,1,5,2,0
P645,Steel Beams,North America,Steel Beams_North America,63,2551,93.53,1,4,1,0
P646,PVC Pipes,North America,PVC Pipes_North America,24,8893,141.5,1,5,2,0
P647,Standard Bolts,Europe,Standard Bolts_Europe,65,1215,93.05,2,5,2,0
P648,Packaging Material,Europe,Packaging Material_Europe,62,4510,73.45,1,5,2,0
P649,Steel Beams,Asia,Steel Beams_Asia,87,4020,130.24,1,5,1,0
P650,Standard Bolts,Asia,Standard Bolts_Asia,13,3809,117.16,3,4,2,0
P651,Packaging Material,Europe,Packaging Material_Europe,27,6187,128.25,3,4,2,0
P652,PVC Pipes,Asia,PVC Pipes_Asia,44,2867,50.7,2,5,2,0
P653,Packaging Material,Asia,Packaging Material_Asia,63,5631,74.12,1,5,2,0
P654,Standard Bolts,North America,Standard Bolts_North America,48,4605,86.33,3,3,1,0
P655,PVC Pipes,Europe,PVC Pipes_Europe,85,4830,83.93,2,3,2,0
P656,PVC Pipes,Europe,PVC Pipes_Europe,7,2910,121.79,3,5,1,0
P657,Packaging Material,North America,Packaging Material_North America,67,7464,61.87,1,5,1,0
